ANPEP,APOA4,APOC3,C9,CRP,HGFAC,IGFBP2,ITIH3,LRG1,ORM1,PFN1,PIGR,PON3,SERPINA3,VWF
0.010976887451560233,1.3959397228363684,9.373357199659075,0.22636541634476565,0.2665546905002965,0.12621424359954217,0.035248402769667446,0.18976919087897354,0.43110058415860136,3.07620976546465,0.06676545796957314,0.06753821981457825,0.012682690628627953,3.217836183460193,0.030657557167933388
0.006534210798894046,1.8448436991597095,7.2475180131764,0.5352184832834388,-0.008244413409066571,0.15337507942635048,0.015977460575583823,0.2568497500433652,0.4605829099759193,4.594198286734935,0.09453741930984336,0.05787668006047415,0.012817917270350152,5.108464527940147,0.0527795158273341
0.007965979925656622,1.574063371428108,6.087412070682986,0.4895852046132871,0.2464651845431269,0.12983508133830057,0.03862346709685169,0.3543199330928339,0.25875500060207646,6.462428749363256,0.07795363889940254,0.02897243936338348,0.006840932209689955,5.6110788340200095,0.06276894410718191
0.014536680303028883,1.6976917818225086,-1.1350191458652423,0.1302929964704728,0.06966120608304585,0.1003805957685625,0.019384296108717808,0.29452728515897714,0.6099317591200626,4.266931238704166,0.04904301334508342,0.0534196007638348,0.008365226751663905,4.094591499964025,0.04497869812382218
0.008988321830316294,2.2171661210155973,4.648127430529495,0.5138457188361144,0.020112220557694897,0.1423088726788848,0.02193987345759646,0.33191965447876376,0.19005264199301017,4.68235299835875,0.06067877224945615,0.037639496836260035,0.012119882409543483,6.386857549576965,0.04277448398059834
0.005825846522380549,3.5307362596740086,6.703284933070807,0.012170495894282596,-0.029828234778964423,0.15293832568390486,0.028725202457073332,0.24978210654418131,0.37725611659349706,3.442919539423606,0.09796066112498686,0.02879952572090877,0.009661228747771537,2.9254500032434922,0.01918643793268917
0.01065834218029621,1.7284006122890558,10.808499306586064,0.21513011648150712,0.04753604870712545,0.14381834855156025,0.010352515354654705,0.26501374426845375,0.3741423973771593,4.602423858364093,0.10686392126950484,0.0328294319469972,0.01074969605051617,5.41270326554306,0.06326972514036237
0.009096895439252175,1.5600511907252246,6.6995238306449245,0.5122498390967662,0.09004579776504909,0.1261932598298141,0.03404974014110715,0.19066278167183687,0.5181092214404438,5.987946548728887,0.0771599328356043,0.040784180902324184,0.013717596554530859,6.016065817508049,0.053125790273259595
0.00965576360402555,1.3916994220307712,4.155130582604715,0.32974164589981586,-0.06582377398889339,0.107773687362293,0.025493168744593755,0.1850190843497948,0.6225848326450459,5.3370134764659936,0.15090712050991334,0.035959408375032316,0.005980570371389019,4.83685161060904,0.06536436304991346
0.00963700626777058,2.7236635373533034,2.8167260940329535,0.4524595619861934,-0.015095752153225582,0.154581774862249,0.03124774992153291,0.2606088627750113,0.21332241484007794,8.605684040916888,0.05823640883020934,0.03546753139550502,0.01084022635763122,3.5210802141200546,0.05301114446164949
0.012504584189032084,2.9712132667680042,7.253048600162363,0.1519842322204746,0.21156062655518976,0.11766628060349822,0.006601024432936687,0.2716735028084875,0.34844331907319526,3.864992165543844,0.11341136552644188,0.07401605985500626,0.006378297594899287,5.129108583989738,0.05048357526877686
0.010704840052503333,4.364199924455646,2.593230524224716,0.1873741618835908,0.08777294888185523,0.14108884535487562,0.01776272671029633,0.2991070135713046,0.363114655028382,4.05640618593025,0.06406727653780916,0.05860013812952984,0.012755177515515604,3.61202190971356,0.08589730928505449
0.012284854192024576,1.4614154353538398,7.042161629568843,0.22539030765221862,0.07590561730236427,0.13565261589462924,0.042189659885673005,0.10574498443401209,0.3062828259117982,5.599566482938208,0.08369794399090658,0.021559561536780326,0.014305360884565358,2.4983265132565267,0.050273790720569284
0.009263187800598167,3.3354402860046406,7.067472946819637,0.09141561136764878,0.020724204004512185,0.12996607016910564,0.03183787131412953,0.26959268269505526,0.2774732663692,4.526685047032925,0.07821453917258048,0.02287740197663263,0.010232827451576278,3.5040239372971866,0.0823079510653399
0.012361547764718372,1.7881710225662797,5.907405582891588,0.4681413700954884,0.23973923152382645,0.12050386438622829,-0.0032266590236203034,0.21359735028525664,0.5089857300365941,6.3600612739459175,0.08529413107744935,0.0465113563116019,0.00937006008295301,5.324724913144389,0.08130001739225581
0.019578228192439005,2.438331912462171,7.26370879774597,0.598139858619529,0.11193598227156229,0.09475542528574185,0.020942125014532704,0.40003525153595343,0.41350016527455413,6.733264576609111,0.11505587510658688,0.00364633504565684,0.013794200149486664,4.5872389705962835,0.01389499571527545
0.006794624905389007,1.9251495232191738,5.266370102378947,0.14324540485910423,0.04473262870509777,0.1104930163219985,0.011767409381223302,0.27793009293661386,0.3532435637491517,5.3245003956082115,0.04014365700680613,0.030329045452630373,0.01521233230586826,5.248822797145475,0.0421757192915442
0.007969007051140382,2.562713920918065,4.064708885549718,0.32769472914205977,0.05347758631701884,0.09628649991291754,0.02444129681940922,0.2407874056973073,0.3380574285541826,3.2830723568026023,0.08145989043449317,0.014647144727534474,0.006781829436717388,4.259375983831143,0.014227748451974595
0.005613093513348343,1.5271819376248161,7.483818501029423,0.747061712234117,-0.1310374614694657,0.10497959170435701,0.030382634421724633,0.24733248547756165,0.2259575050915234,8.44673441091985,0.0828875880948875,0.015700344693312957,0.011697122481684781,4.3096388755642625,0.046539859197498694
0.00772731983314733,1.1986417044115076,5.434946668704985,0.4596201493443245,0.04691686382739873,0.12417862793485981,0.00726293659799279,0.18452651792923375,0.3690919945594227,3.1941505818342204,0.07736248815620006,0.062126717707712296,0.006371579474138979,4.727611127888755,0.11137199504403521
0.013364998925982058,1.4661528949254037,6.347832144013633,0.2169181491332236,-0.07120853627029194,0.11031668128835367,0.024922351711607484,0.23987499927550682,0.705585915321058,2.812308670657687,0.07115309801234079,6.648872695527719e-05,0.01174532732325902,4.276238362639945,0.06143714786030409
0.009795339166319727,3.0003451663305123,3.96697630639213,0.21603062061366732,0.1430208766547965,0.11884445925385094,0.04970145467247012,0.2916793096595825,0.4567151479170048,6.597896567812284,0.09785611456283957,0.01752972512515837,0.009064926429442155,3.763237161027047,0.032054372132023445
0.010565868711573934,2.279312837700812,7.556611105575955,0.27268664927477015,0.09562957240187173,0.12344607413325348,0.0443211840229088,0.31715162294888,0.6677588752123162,7.633125181727753,0.08245054407024455,0.03481932254585391,0.006470521833132987,6.578936718278558,0.032813087008499955
0.014843435112230328,0.9529292597873471,7.52420110354272,0.3592665403581309,0.0053170243065229494,0.08121975277508084,0.024269660665353562,0.13314569836986614,0.2988563073093609,6.051777331700476,0.08688818589506929,0.03400699376535708,0.010901694800203005,2.421293408940408,0.04447133974380568
0.0031835574855126857,3.390024055950777,8.829732410293282,0.2459854422872746,0.11415903312990025,0.1482823364047845,0.034771577395135096,0.26635151230980003,0.5912451389080321,2.7477989979271777,0.0802573460058293,0.016865547750453663,0.01071704223167223,4.470394981538829,0.06972365347308647
0.016802047266019044,1.1902326343491256,8.890772388669301,0.5490237753180245,0.09210392158415345,0.07263093135932737,0.028711569718284195,0.3315821443623923,0.4173002325929486,4.427135746841282,0.09372983532102339,0.03256687917330362,0.011338399124731134,5.0614461442469025,0.06364413270557184
0.008190373210003004,3.2990241315943525,6.014471934139371,0.3100301450535918,0.06630689905456472,0.08622970755772993,0.0389807874318866,0.2273545159499217,0.5204370284040978,2.86052924642617,0.13624596269849454,0.05969317279542814,0.008523613427353974,3.6796501018596577,0.04916563090049042
0.011786099545373432,0.4767888341239883,3.986713605333847,0.49059412813095993,0.3128911217189804,0.14587846763786427,0.012349877661549923,0.13781931436001443,0.4582196792534728,7.728797233374747,0.058815791416835114,0.049223998433732555,0.017009148556954005,4.485129703149333,0.07332685209093487
0.005195235714298662,1.4836157124613827,8.354104247118284,0.2316391462115469,0.08769932256490932,0.13820212266472726,0.03813988036823712,0.27692164310097994,0.4282251732053435,4.2796677648202115,0.0792323298860743,0.038089792103582744,0.01735869797869783,5.210153793145422,0.058597592602039526
0.008645479725976964,2.8281939317618665,4.306679023815944,0.06638245121967284,0.20497596501595022,0.15188587890644079,0.03934890692070642,0.23768009615946134,0.47042758229166576,2.711872998873995,0.09174073900997892,0.02408863882820858,0.011246855350595275,3.5927615413079885,0.09723347862994063
0.011374354767712267,2.2785256322278373,0.9834306406532232,0.2858707407707992,-0.09224258561507406,0.10496814730777426,0.024522100156197563,0.16530461915861014,0.39846912927063644,4.170714033086428,0.09257564691420869,0.012150966102676252,0.011845532272519794,4.929852382610721,0.0694449917120872
0.012398099769264209,1.9092120215883557,4.995699470963101,0.2866787182698768,0.24011206124577036,0.15807839520312628,0.007672933389343075,0.19401985981688688,0.3117839145716404,2.9674692340946827,0.10292770901969701,0.030423646651718556,0.011113203058353553,5.8053367165958205,0.0405398951106458
0.01247623020454428,1.8917370391253998,1.8415163926228661,0.178888990937087,0.10734161634537265,0.1297114934795701,0.013161186178121552,0.31764023537502817,0.1639734430815399,7.48976245203715,0.07371939500561714,0.043721541079053794,0.0075703734530182375,3.1214343082777227,0.03246562292922445
0.011153422546634114,1.4006194954173514,5.599470080890955,0.34121276267335604,0.09727709003347515,0.13311410661260833,0.014728521200202545,0.1836849094283176,0.32724011318402857,6.645546686502288,0.10701889497449399,0.0679244990287404,0.008730304237167549,4.554033196763715,0.041781348147360085
0.009177244058501777,2.215973461094875,8.043959084067112,0.19425518271171527,-0.022033377615768644,0.09672421041320575,0.03336357617184041,0.23334669372702124,0.4738972441828624,2.1554195514716614,0.11296339937488672,0.057324744649351986,0.011467487264284343,4.3799880255557175,0.05897599781266497
0.010501160514387504,0.8351202322119,8.267072632179948,0.6147538849246432,-0.16835425564566564,0.11380313426950146,0.023238789396437965,0.2881700187191851,0.535695660343692,4.551760234103886,0.09030314334376224,0.018446435093695746,0.008364704719081666,3.8596130330957115,0.06720321295693114
0.010277601241671156,2.9112790003931353,6.82540330898245,0.21365619968490004,0.16876066714783616,0.11239560249892244,0.027085402353759832,0.2340992787470423,0.18830278331621478,4.308300362316258,0.0697341130191787,0.05659048008391398,0.013273349395153455,1.8059135042824486,-0.015694638281903484
0.008902807408799146,2.551793769439323,5.973008138406589,0.5848647625717986,0.3202556121142379,0.16458122916195803,0.026803056097895628,0.30825223175144323,0.6089952027024197,5.048194181187872,0.0731371140622278,0.04209106227693358,0.012859197254092026,3.371912947270692,0.03690103695573779
0.012000608925823657,1.9350833974498416,5.852176070964799,0.3914852440918106,0.042590019520439434,0.10718140522911257,0.0011274825912322428,0.23125061329749252,0.4145192725784508,4.865762403074149,0.04992171804366468,0.052590777101491064,0.00798624906224522,3.1115157509386253,0.021771307275195814
0.014391099415944544,2.076854908479093,5.674346956580382,0.6088791885873421,0.059714463021056055,0.1007182958006758,0.014179967056148482,0.16470394825879212,0.4487691368127685,5.491198931659858,0.10587493032913717,-6.764692086160679e-05,0.01000587250871842,4.608848262434322,0.05055435380145804
0.008180512573668267,0.38668283334679665,3.199522302371424,0.7308187721220156,0.060443885865919485,0.12944436787781466,0.01604905660058703,0.12587292620328927,0.6176603267374973,5.035184529892755,0.11666853402106228,0.04909854271463739,0.01683066560687786,2.3830022334276544,0.05014241907797359
0.006989967358937673,1.7021434517308096,6.91774492299988,0.3535507484058859,0.21552903245187488,0.11027462984959639,0.005631029959213375,0.21600553325189023,0.3921374287470817,3.9032852405532523,0.08851575280341413,-0.002583159064663866,0.00708961337017688,4.1287963127851315,0.07453449381151941
0.016970731047354796,1.3293659367955004,8.40084062543876,0.27194552637455605,-0.007637833217663363,0.09865778474324519,0.023072682774609245,0.1825888398618106,0.34976739190233697,-0.3919268543675507,0.0941150323947933,0.03582707783604958,0.009827949381081403,4.125445882797579,0.07752334537669674
0.0024401872073074853,2.172545809937541,7.560571109553828,0.38935430113233377,0.051654090617298795,0.11261376254661186,0.006283545463734729,0.20579491292704816,0.4028331377663656,6.201143409395119,0.1061718998868314,0.09399414729318575,0.012381492533092644,3.5663831020444157,0.07408646700004602
0.00800359438964866,2.485565968553826,7.583898507858431,0.4658588428625319,-0.13694860484323276,0.13941118707433,0.034810327883201875,0.43133840227844533,0.26002153979536635,6.809482166689859,0.10639255982477579,0.05617093650299085,0.010582324396793632,3.66307827286845,0.04319596744731737
0.00940927007045432,1.5541872673993686,6.190390040556725,0.28159244527963984,0.0928257412094749,0.12430015441578487,0.017561193530762402,0.28498739804563517,0.3536450405105184,3.7294712519631044,0.10442303015179723,0.03768711890182632,0.006685187566977543,4.753377194318709,0.0560953607748291
0.006049423361571476,2.3065312653776227,10.601084292618202,0.13708168868904227,0.02144342183697004,0.15040749664744996,0.018308080388156768,0.3146293604389417,0.46880407138637714,2.2652454942709515,0.09629472408788713,0.06039539963508387,0.012151193311608898,5.233176127662506,0.05687858790033272
0.017992693190405733,2.479338893640504,2.8417108256180605,0.2843644316661156,0.2666159782559638,0.1125821116323592,0.0132196244332196,0.10245717938580831,0.35372728910378315,5.080895346611454,0.0715810780358695,0.0505598759943237,0.012248330900870292,4.383411158549272,0.07877831887528888
0.009567491668973114,1.9376587927207407,2.982575548808189,0.22878406110197402,0.05940973015185615,0.09054772618267111,0.039825442970921235,0.35662047704246314,0.362026115092792,5.678077837712483,0.10053657897620828,0.005487139449124184,0.01180948033744141,2.9196311825361696,0.06811383454400805
0.00910711062214091,2.1796243722699122,5.174268632068784,0.5545198531370041,0.12926740567444933,0.06861895555971137,0.01094495296200349,0.2366186995817437,0.48529005317157825,7.074289228308551,0.11021144019805174,0.02899590017638618,0.012048749926219094,5.877268462948856,0.049266352482594276
