ANPEP,APOA4,APOC3,C9,CRP,HGFAC,IGFBP2,ITIH3,LRG1,ORM1,PFN1,PIGR,PON3,SERPINA3,VWF
0.0069,1.6407,2.2595,0.4167,0.0214,0.1211,0.0219,0.225,0.5731,8.0854,0.0897,0.0303,0.0081,4.5589,0.0558
0.0065,2.2306,6.3728,0.3436,0.0828,0.1316,0.0215,0.505,0.3744,4.4733,0.0854,0.0253,0.0095,5.4097,0.09
0.0183,1.2571,4.3209,0.723,0.0362,0.1105,0.049,0.5493,1.0784,8.3699,0.0714,0.0557,0.0143,6.315,0.1425
0.0153,1.3038,3.9435,0.5509,0.1029,0.106,0.0211,0.193,0.294,3.6151,0.0684,0.0187,0.0115,4.1455,0.056
0.0106,1.5832,3.2282,0.6482,0.0398,0.0958,0.023,0.3655,0.4193,4.5422,0.0651,0.036,0.0098,7.0764,0.0713
0.0141,1.6158,3.0894,0.2818,0.0496,0.1287,0.0233,0.3588,0.4839,3.5294,0.0617,0.0504,0.0134,5.7504,0.0767
0.0117,1.6642,2.4473,0.5252,0.1133,0.0743,0.0358,0.3748,0.5309,5.6441,0.0481,0.0595,0.0101,6.0897,0.076
0.0111,1.2203,5.4605,0.6899,0.0684,0.1343,0.0201,0.5311,0.6909,15.4719,0.085,0.0605,0.0125,3.9867,0.1086
0.0183,2.0492,3.3925,0.1944,0.0192,0.1331,0.0284,0.1611,0.4965,4.9368,0.0676,0.0695,0.0037,7.0939,0.0575
0.0088,0.8574,4.2292,0.1833,0.0618,0.1261,0.0182,0.294,0.4117,3.257,0.0785,0.0378,0.0065,3.7834,0.0421
0.0192,1.7318,4.277,0.4375,0.1092,0.1364,0.0714,0.6235,0.5211,5.3978,0.0607,0.066,0.0067,4.3728,0.1452
0.0109,1.6882,2.8195,0.4088,0.0618,0.1054,0.0221,0.255,0.4061,5.0718,0.0919,0.0518,0.0068,4.6675,0.0963
0.0164,0.7395,2.669,0.5644,0.0895,0.0993,0.0347,0.7445,0.7468,14.4032,0.0374,0.1806,0.0071,4.6345,0.1338
0.018,1.6526,5.9145,0.4714,0.1082,0.1655,0.0257,0.4724,0.9846,6.7465,0.0809,0.0538,0.01,5.5036,0.0753
0.0101,1.36,5.6017,0.3712,0.042,0.1269,0.0257,0.6187,0.3275,2.2103,0.047,0.0291,0.0084,5.0478,0.1037
0.017,1.5358,2.8005,0.6669,0.0301,0.0971,0.0247,0.2865,0.4572,4.9609,0.0422,0.0595,0.009,5.5944,0.0245
0.0057,1.1023,3.1092,0.4213,0.1138,0.1029,0.0271,0.4828,0.6259,11.1436,0.0777,0.0787,0.0047,5.1618,0.0704
0.0161,1.6369,4.4166,0.4979,0.1125,0.1203,0.0208,0.298,0.4948,4.5843,0.0732,0.0676,0.009,5.6911,0.0448
0.0113,1.2518,4.7665,0.5978,0.1091,0.1162,0.0199,0.3557,0.5755,3.3954,0.0812,0.0873,0.0091,7.3086,0.0617
0.0112,1.0921,2.9342,0.4924,0.066,0.1074,0.0297,0.2454,0.3632,3.7383,0.0465,0.0505,0.0119,5.4458,0.1175
0.0092,1.65,2.7836,0.3381,0.0957,0.0955,0.0221,0.2246,0.2901,4.2404,0.0789,0.0489,0.0052,3.2244,0.0536
0.0057,1.9822,3.3375,0.257,0.007,0.1859,0.011,0.2216,0.4648,4.6942,0.0896,0.042,0.0039,4.5948,0.0704
0.0109,1.3054,6.4833,0.3313,0.0091,0.0862,0.0205,0.3586,0.5112,4.9799,0.0746,0.0631,0.0059,3.9492,0.0472
0.0059,1.6152,4.0518,0.4618,0.0518,0.1132,0.0263,0.3507,0.3366,4.7783,0.0638,0.0776,0.0086,3.9093,0.0532
0.0153,1.5973,5.6716,0.4424,0.0581,0.1266,0.0354,0.4391,0.5734,9.7531,0.0467,0.0373,0.0121,5.3926,0.1044
0.0172,1.3347,3.4452,0.41,0.051,0.1096,0.023,0.3265,0.431,3.65,0.0428,0.0385,0.0138,5.3357,0.0631
0.0114,1.2779,5.7789,0.4291,0.007,0.0962,0.0263,0.2846,0.4788,2.7452,0.0805,0.0284,0.0116,4.0519,0.0635
0.0082,1.3952,3.6223,0.4203,0.007,0.1162,0.0196,0.1993,0.5861,3.8197,0.0641,0.0804,0.0108,4.1611,0.0513
0.0148,1.8939,5.0829,0.1369,0.007,0.1002,0.0193,0.2237,0.4188,4.3724,0.0747,0.0551,0.0078,3.4517,0.0715
0.0092,0.6571,3.2058,0.2207,0.0754,0.1085,0.0255,0.2306,0.4659,3.1551,0.0502,0.0693,0.0095,4.3669,0.0481
0.0081,1.756,2.0084,0.1787,0.0143,0.1103,0.0226,0.3216,0.4524,3.4898,0.0855,0.0481,0.0065,4.6753,0.0553
0.0095,1.3571,5.8767,0.4456,0.0804,0.1034,0.0259,0.2548,0.3684,3.3682,0.0929,0.0426,0.0103,5.6467,0.0766
0.0152,0.5221,2.6356,0.2884,0.0381,0.0851,0.0252,0.2228,0.5324,6.4734,0.0667,0.0691,0.0118,4.918,0.057
