ANPEP,APOA4,APOC3,C9,CRP,HGFAC,IGFBP2,ITIH3,LRG1,ORM1,PFN1,PIGR,PON3,SERPINA3,VWF
0.0067,1.9167,3.104,0.6496,0.0487,0.0908,0.0185,0.2516,0.5329,7.2501,0.0496,0.0299,0.009,5.604,0.0497
0.0141,0.7785,3.1607,0.6509,0.0809,0.1147,0.0423,0.3767,0.7284,10.2015,0.0728,0.2659,0.0089,5.6525,0.0953
0.013,1.2569,3.8531,0.4396,0.007,0.0854,0.0184,0.2351,0.3716,3.5492,0.0513,0.0493,0.0098,6.6652,0.0201
0.0154,0.7841,2.1406,0.402,0.051,0.1012,0.0139,0.2642,0.423,4.6276,0.0655,0.0479,0.0056,5.4813,0.0991
0.0103,0.9252,3.9569,0.6028,0.0277,0.0859,0.0221,0.2485,0.3437,3.1267,0.0625,0.024,0.0094,5.6981,0.1023
0.0057,1.8547,3.5406,0.3391,0.0486,0.1111,0.0202,0.3643,0.4002,4.4338,0.0452,0.0269,0.0116,3.5964,0.042
0.0142,1.0334,6.1966,0.341,0.1007,0.1234,0.0233,0.2065,0.4061,2.4162,0.0746,0.07,0.0051,3.5883,0.0383
0.0108,1.6034,3.9446,0.4069,0.0758,0.1056,0.0126,0.1688,0.5233,5.4707,0.0508,0.0473,0.0085,6.2285,0.0299
0.0106,1.0652,5.9897,0.2788,0.1157,0.0961,0.0221,0.3786,0.4204,4.9913,0.0638,0.0452,0.0096,5.5316,0.0371
0.0102,1.147,7.6378,0.4901,0.0292,0.11,0.029,0.2873,0.3036,4.4192,0.0851,0.0694,0.0085,4.0592,0.0783
0.0136,1.6374,3.5856,0.412,0.1286,0.0892,0.0305,0.2779,0.3301,4.467,0.0826,0.0705,0.0127,6.7253,0.0531
0.0133,0.2024,2.7972,0.4277,0.0147,0.1132,0.0343,0.5313,0.3758,6.2955,0.0814,0.0748,0.0094,5.093,0.1136
0.0079,1.5237,4.4096,0.3686,0.0848,0.1275,0.026,0.1261,0.4447,3.6279,0.0869,0.0449,0.0085,4.1477,0.0493
0.0133,0.8965,2.2708,0.3265,0.007,0.0914,0.011,0.2741,0.2794,5.2369,0.0693,0.0172,0.0082,3.5169,0.038
0.0096,1.2402,5.3698,0.3587,0.0658,0.1078,0.0189,0.2098,0.4274,5.2592,0.0754,0.0771,0.0129,5.6237,0.0734
0.0178,3.3848,5.3909,0.453,0.007,0.131,0.023,0.3642,0.4599,5.1146,0.0767,0.0492,0.0073,4.0967,0.0988
0.014,2.2525,6.4175,0.5904,0.1259,0.1099,0.0245,0.5424,0.8005,9.0999,0.0927,0.2354,0.0123,5.7945,0.1221
0.0069,1.0678,4.2734,0.6316,0.007,0.0911,0.023,0.273,0.6183,6.1121,0.049,0.0837,0.0122,5.91,0.0644
0.0166,2.6226,7.3055,0.4477,0.0471,0.1157,0.0505,0.259,0.64,6.0237,0.0828,0.0595,0.0086,4.97,0.0879
0.0143,0.34,2.4811,0.2913,0.0954,0.0976,0.0212,0.1895,0.4686,5.0881,0.059,0.0274,0.0132,6.2097,0.0456
0.0177,1.6857,4.7198,0.42,0.007,0.1236,0.024,0.2113,0.5108,3.034,0.0739,0.0316,0.0099,3.1036,0.0549
0.0136,1.511,5.6375,0.2572,0.102,0.1214,0.0457,0.4576,0.3873,3.0956,0.0877,0.0201,0.0093,5.3424,0.116
0.0142,1.6065,3.399,0.5464,0.089,0.0849,0.0278,0.2654,0.4134,4.3052,0.0835,0.0612,0.0085,5.5345,0.0817
0.0102,0.6796,3.4025,0.4487,0.0528,0.1088,0.0246,0.3757,0.4379,5.1903,0.0744,0.0298,0.0109,5.0714,0.0965
0.0091,2.4353,6.6749,0.3567,0.007,0.0946,0.0207,0.2712,0.4715,4.913,0.0792,0.0525,0.0082,4.8856,0.0654
0.0138,3.0425,7.2819,0.3296,0.0082,0.1053,0.0286,0.2761,0.3533,4.8518,0.0862,0.026,0.012,2.0195,0.0281
0.0142,1.6465,5.6419,0.4456,0.0662,0.0978,0.0274,0.3469,0.4513,5.5032,0.1035,0.023,0.009,6.248,0.0694
0.0092,2.518,4.1328,0.2529,0.007,0.1058,0.0135,0.2426,0.2492,2.9697,0.071,0.0373,0.0074,3.7669,0.0303
0.0149,1.1285,3.1313,0.5874,0.0644,0.1065,0.0249,0.2449,0.4906,2.7129,0.0877,0.0692,0.0069,4.8059,0.0904
0.0126,1.5628,4.0351,0.3148,0.0204,0.0744,0.0103,0.3574,0.4434,4.504,0.0653,0.0344,0.0119,4.5884,0.0335
0.0064,1.3515,3.4712,0.4257,0.0217,0.0878,0.0267,0.2251,0.5075,2.5753,0.0516,0.0681,0.0098,3.995,0.0604
0.0074,1.7232,3.8134,0.3831,0.0736,0.1665,0.0161,0.3452,0.3621,3.239,0.0775,0.0326,0.0117,6.1161,0.055
0.0096,2.4664,5.0631,0.2922,0.1224,0.1209,0.0304,0.3997,0.2685,2.998,0.0782,0.0524,0.0087,4.3622,0.0835
0.0095,2.2301,7.959,0.402,0.008,0.126,0.0285,0.5275,0.4304,3.9998,0.0792,0.0389,0.0097,5.9182,0.0647
0.0143,1.0769,6.9464,0.6826,0.1368,0.1235,0.0292,0.3777,0.5066,5.1241,0.1188,0.0453,0.0147,5.6071,0.0714
0.0155,1.484,3.736,0.5259,0.007,0.1202,0.0265,0.3018,0.5841,4.2022,0.0885,0.0406,0.0095,8.1893,0.0639
0.0126,1.048,5.3789,0.2792,0.1454,0.1068,0.0142,0.3166,0.3912,4.5932,0.0814,0.0388,0.0086,2.731,0.0601
0.013,1.1124,4.5491,0.5808,0.007,0.1106,0.0184,0.3429,0.5161,4.618,0.0546,0.0209,0.0128,4.817,0.0701
0.0164,2.4181,4.168,0.4392,0.007,0.1184,0.0312,0.3441,0.3727,5.2288,0.0605,0.0268,0.0086,7.0418,0.0813
0.007,0.6809,2.2914,0.4356,0.0945,0.0921,0.0138,0.3744,0.3221,2.0743,0.0775,0.0344,0.007,3.3188,0.0313
0.0077,1.4972,2.821,0.4847,0.0514,0.1183,0.0267,0.1261,0.2966,3.7205,0.1144,0.0279,0.0124,3.6669,0.0728
0.0129,1.9393,4.7237,0.1965,0.0428,0.0982,0.0179,0.1261,0.3478,4.5422,0.0807,0.0631,0.011,5.9934,0.0453
0.0102,2.0843,5.4846,0.67,0.065,0.1127,0.0264,0.304,0.4747,3.3639,0.0647,0.0398,0.0085,3.8221,0.0765
0.0147,1.0766,6.2154,0.6301,0.1259,0.0973,0.0328,0.6949,0.5733,4.9907,0.0844,0.0476,0.0095,6.2363,0.0953
0.0114,0.9059,1.6404,0.6087,0.0655,0.115,0.0302,0.3116,0.4248,5.0297,0.0411,0.0232,0.0089,4.3752,0.09
0.0082,1.4894,2.3532,0.334,0.0379,0.122,0.0224,0.5866,0.4188,4.7531,0.0665,0.0399,0.0063,5.8181,0.067
0.01,1.5654,7.9352,0.669,0.0598,0.0866,0.0315,0.334,0.4602,6.1133,0.1187,0.0464,0.012,7.0799,0.0526
0.0174,1.5349,3.9177,0.243,0.1036,0.1098,0.0214,0.3148,0.4561,3.6619,0.0849,0.0434,0.0119,3.3674,0.076
0.0113,2.5804,4.7957,0.322,0.0429,0.1258,0.0279,0.3959,0.5579,3.8991,0.0709,0.0251,0.0071,4.0232,0.14
0.0089,1.1045,3.2582,0.5963,0.0955,0.1093,0.0627,0.7102,0.8684,4.3993,0.0601,0.0367,0.0074,6.1718,0.0878
0.0117,1.8024,3.3646,0.3174,0.007,0.0927,0.022,0.313,0.4144,3.0502,0.0791,0.0241,0.0088,4.1723,0.0402
0.0074,1.0241,4.1261,0.4711,0.0556,0.1005,0.0252,0.2655,0.3405,4.4159,0.0561,0.0574,0.0092,4.4362,0.0681
0.0117,1.5333,2.9578,0.2999,0.0558,0.1137,0.0568,0.5949,0.9308,10.341,0.0896,0.0355,0.0096,6.1451,0.1237
0.0159,1.3638,2.6938,0.617,0.0898,0.1199,0.051,0.6779,1.1682,12.1963,0.0726,0.2594,0.0119,6.8577,0.0604
0.0085,1.6231,2.8239,0.4443,0.0955,0.1141,0.0191,0.4212,0.4669,5.6515,0.071,0.0377,0.0098,6.7293,0.0943
0.0133,1.5519,3.9722,0.4785,0.0412,0.1358,0.0258,0.3108,0.4671,6.2734,0.0435,0.0795,0.0053,4.5331,0.0974
0.0168,1.3116,2.923,0.4506,0.0587,0.1185,0.044,0.502,0.4276,5.783,0.0615,0.054,0.0123,7.3624,0.0874
0.013,1.3767,3.434,0.3855,0.067,0.1095,0.0276,0.3017,0.4001,5.78,0.0619,0.0405,0.0119,5.0059,0.1216
0.0147,1.1099,3.6683,0.2391,0.0878,0.1115,0.0198,0.2408,0.4442,3.3494,0.0474,0.0466,0.0116,4.3983,0.0433
